Date,Gender, Annual Income ,Dealer_Name,Company,Model,Engine,Transmission,Color, Price ($) ,Body Style,Dealer_Region,State
9/11/2022,Male,13500.00,Race Car Help,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,35001.00,SUV,Austin,Texas
9/11/2022,Male,13500.00,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001.00,Hatchback,Middletown,New York 
9/11/2022,Male,920000.00,Saab-Belle Dodge,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19001.00,Sedan,Aurora,Colorado
9/11/2022,Male,13500.00,Scrivener Performance Engineering,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,33001.00,SUV,Greenville,South Carolina
9/11/2022,Male,13500.00,Star Enterprises Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,12001.00,Hatchback,Pasco,Washington
9/11/2022,Male,841000.00,Suburban Ford,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,25001.00,Hatchback,Janesville,Wisconsin
9/11/2022,Male,537500.00,Tri-State Mack Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45501.00,SUV,Scottsdale,Arizona
9/11/2022,Male,13500.00,U-Haul CO,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22000.00,Sedan,Austin,Texas
9/11/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,71000.00,Passenger,Janesville,Wisconsin
9/11/2022,Male,13500.00,Rabun Used Car Sales,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43000.00,Sedan,Scottsdale,Arizona
9/11/2022,Male,1130000.00,Race Car Help,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000.00,Sedan,Austin,Texas
9/11/2022,Female,664000.00,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,15000.00,Sedan,Middletown,New York 
9/11/2022,Male,800000.00,Saab-Belle Dodge,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,39000.00,SUV,Aurora,Colorado
9/11/2022,Male,1090000.00,Scrivener Performance Engineering,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000.00,Sedan,Greenville,South Carolina
9/11/2022,Male,1095000.00,Rabun Used Car Sales,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53500.00,Hardtop,Austin,Texas
9/11/2022,Male,13500.00,Suburban Ford,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24000.00,SUV,Janesville,Wisconsin
9/11/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,25000.00,Hardtop,Janesville,Wisconsin
9/11/2022,Male,631000.00,U-Haul CO,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000.00,SUV,Austin,Texas
9/11/2022,Male,13500.00,Buddy Storbeck's Diesel Service Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,13000.00,SUV,Middletown,New York 
9/11/2022,Female,327500.00,C & M Motors Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,17500.00,Hatchback,Aurora,Colorado
9/11/2022,Male,13500.00,Capitol KIA,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,15000.00,Sedan,Greenville,South Carolina
9/11/2022,Male,13500.00,Chrysler of Tri-Cities,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000.00,Passenger,Pasco,Washington
9/11/2022,Male,982500.00,Chrysler Plymouth,Acura,RL,Overhead Camshaft,Manual,Pale White,34500.00,SUV,Janesville,Wisconsin
9/11/2022,Female,750000.00,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000.00,Hardtop,Austin,Texas
9/11/2022,Male,1042000.00,Clay Johnson Auto Sales,Volvo,C70,Overhead Camshaft,Manual,Black,17200.00,Hatchback,Austin,Texas
9/11/2022,Male,1071500.00,Race Car Help,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51150.00,Sedan,Pasco,Washington
9/11/2022,Male,750000.00,Ryder Truck Rental and Leasing,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Pale White,29000.00,Passenger,Janesville,Wisconsin
9/11/2022,Male,13500.00,Rabun Used Car Sales,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000.00,Hardtop,Aurora,Colorado
9/11/2022,Male,1100000.00,Scrivener Performance Engineering,Lexus,LS400,Overhead Camshaft,Manual,Black,69000.00,Sedan,Austin,Texas
9/11/2022,Female,360000.00,Saab-Belle Dodge,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000.00,Hardtop,Austin,Texas
9/11/2022,Female,810000.00,Suburban Ford,Volvo,S70,Overhead Camshaft,Manual,Pale White,24000.00,Hardtop,Greenville,South Carolina
9/11/2022,Female,1350000.00,McKinney Dodge Chrysler Jeep,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000.00,Hardtop,Middletown,New York 
9/11/2022,Male,1120000.00,U-Haul CO,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000.00,Passenger,Pasco,Washington
9/11/2022,Male,885000.00,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,21000.00,Sedan,Janesville,Wisconsin
9/11/2022,Female,890000.00,Rabun Used Car Sales,Nissan,Xterra,Overhead Camshaft,Manual,Pale White,31000.00,Passenger,Scottsdale,Arizona
9/11/2022,Female,1550000.00,Race Car Help,Ford,Expedition,Overhead Camshaft,Manual,Black,18000.00,SUV,Austin,Texas
9/11/2022,Male,1500000.00,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,Hatchback,Janesville,Wisconsin
9/11/2022,Female,1585400.00,Saab-Belle Dodge,Ford,Mustang,Overhead Camshaft,Manual,Pale White,43540.00,Hatchback,Scottsdale,Arizona
9/12/2022,Male,13500.00,Motor Vehicle Branch Office,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000.00,Hatchback,Austin,Texas
9/12/2022,Female,1900000.00,Nebo Chevrolet,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000.00,Passenger,Middletown,New York 
9/12/2022,Male,1712000.00,New Castle Ford Lincoln Mercury,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27200.00,SUV,Aurora,Colorado
9/12/2022,Male,1720000.00,Pars Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Black,36000.00,Sedan,Greenville,South Carolina
9/12/2022,Female,13500.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000.00,Sedan,Pasco,Washington
9/12/2022,Male,1670000.00,Progressive Shippers Cooperative Association No,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Janesville,Wisconsin
9/12/2022,Male,1350000.00,Rabun Used Car Sales,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000.00,Sedan,Scottsdale,Arizona
9/12/2022,Male,13500.00,Race Car Help,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000.00,SUV,Austin,Texas
9/12/2022,Female,2086000.00,Ryder Truck Rental and Leasing,Ford,Ranger,Overhead Camshaft,Manual,Black,18600.00,SUV,Middletown,New York 
9/12/2022,Male,632000.00,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000.00,Passenger,Scottsdale,Arizona
9/12/2022,Male,905000.00,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Pale White,24000.00,SUV,Austin,Texas
9/12/2022,Male,13500.00,Ryder Truck Rental and Leasing,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000.00,Passenger,Middletown,New York 
9/12/2022,Female,510000.00,Saab-Belle Dodge,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000.00,SUV,Aurora,Colorado
9/12/2022,Male,13500.00,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Greenville,South Carolina
9/12/2022,Male,2505000.00,Star Enterprises Inc,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45500.00,Sedan,Pasco,Washington
9/12/2022,Male,1785000.00,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Black,22500.00,SUV,Janesville,Wisconsin
9/12/2022,Male,13500.00,Tri-State Mack Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000.00,Hatchback,Scottsdale,Arizona
9/12/2022,Male,13500.00,U-Haul CO,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Passenger,Austin,Texas
9/12/2022,Male,598000.00,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Black,25000.00,SUV,Aurora,Colorado
9/12/2022,Male,1120000.00,Scrivener Performance Engineering,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,SUV,Greenville,South Carolina
9/12/2022,Male,870000.00,Star Enterprises Inc,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11000.00,Hatchback,Pasco,Washington
9/12/2022,Male,13500.00,Suburban Ford,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000.00,Hatchback,Janesville,Wisconsin
9/12/2022,Male,680000.00,Tri-State Mack Inc,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000.00,Hatchback,Austin,Texas
9/12/2022,Female,670000.00,U-Haul CO,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000.00,Hatchback,Austin,Texas
9/12/2022,Male,482500.00,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20500.00,Passenger,Middletown,New York 
9/12/2022,Male,825000.00,C & M Motors Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000.00,Sedan,Aurora,Colorado
9/12/2022,Male,725000.00,Capitol KIA,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43000.00,Sedan,Greenville,South Carolina
9/12/2022,Male,1230000.00,Diehl Motor CO Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Middletown,New York 
9/12/2022,Male,1005000.00,Enterprise Rent A Car,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36500.00,Passenger,Aurora,Colorado
9/12/2022,Male,911000.00,Gartner Buick Hyundai Saab,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000.00,SUV,Greenville,South Carolina
9/12/2022,Male,1190000.00,Hatfield Volkswagen,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,SUV,Pasco,Washington
9/12/2022,Male,2050000.00,Iceberg Rentals,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,69000.00,Passenger,Janesville,Wisconsin
9/12/2022,Male,13500.00,McKinney Dodge Chrysler Jeep,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000.00,Hatchback,Scottsdale,Arizona
9/12/2022,Male,1680000.00,Motor Vehicle Branch Office,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,22000.00,Hatchback,Austin,Texas
9/12/2022,Male,280000.00,Nebo Chevrolet,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Middletown,New York 
9/12/2022,Male,310000.00,New Castle Ford Lincoln Mercury,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000.00,Sedan,Aurora,Colorado
9/12/2022,Male,1504000.00,Scrivener Performance Engineering,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,22400.00,Hatchback,Janesville,Wisconsin
9/12/2022,Male,850000.00,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000.00,Passenger,Scottsdale,Arizona
9/12/2022,Female,1400000.00,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000.00,SUV,Austin,Texas
9/12/2022,Male,1241000.00,Tri-State Mack Inc,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22100.00,Hatchback,Middletown,New York 
9/12/2022,Male,1125000.00,U-Haul CO,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,39500.00,Hatchback,Aurora,Colorado
9/12/2022,Female,1171000.00,Buddy Storbeck's Diesel Service Inc,Ford,Escort,Overhead Camshaft,Manual,Black,12100.00,Passenger,Greenville,South Carolina
9/12/2022,Male,13500.00,C & M Motors Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Hatchback,Pasco,Washington
9/12/2022,Male,2270000.00,Capitol KIA,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000.00,Sedan,Janesville,Wisconsin
9/12/2022,Male,1875000.00,Chrysler of Tri-Cities,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22500.00,Sedan,Scottsdale,Arizona
9/13/2022,Male,1675000.00,Saab-Belle Dodge,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46500.00,SUV,Aurora,Colorado
9/13/2022,Male,1680000.00,Scrivener Performance Engineering,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000.00,Hatchback,Greenville,South Carolina
9/13/2022,Male,13500.00,Star Enterprises Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82000.00,SUV,Pasco,Washington
9/13/2022,Male,1800000.00,Suburban Ford,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15000.00,Hatchback,Janesville,Wisconsin
9/13/2022,Female,1540000.00,Tri-State Mack Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hatchback,Scottsdale,Arizona
9/13/2022,Male,1550000.00,U-Haul CO,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000.00,Hatchback,Austin,Texas
9/13/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000.00,Passenger,Janesville,Wisconsin
9/13/2022,Male,4000000.00,Rabun Used Car Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000.00,Hatchback,Scottsdale,Arizona
9/13/2022,Male,930000.00,Pars Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000.00,Hardtop,Janesville,Wisconsin
9/13/2022,Male,2900000.00,Ryder Truck Rental and Leasing,Dodge,Viper,Overhead Camshaft,Manual,Black,26000.00,SUV,Middletown,New York 
9/13/2022,Female,666000.00,Tri-State Mack Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000.00,Hardtop,Janesville,Wisconsin
9/13/2022,Male,2205000.00,Scrivener Performance Engineering,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41501.00,Passenger,Greenville,South Carolina
9/13/2022,Male,13500.00,Star Enterprises Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,12001.00,SUV,Pasco,Washington
9/13/2022,Male,13500.00,Suburban Ford,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22001.00,Passenger,Janesville,Wisconsin
9/13/2022,Male,1580000.00,Buddy Storbeck's Diesel Service Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000.00,Sedan,Middletown,New York 
9/13/2022,Male,1620000.00,C & M Motors Inc,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000.00,Sedan,Aurora,Colorado
9/13/2022,Female,505000.00,Capitol KIA,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28000.00,Hatchback,Greenville,South Carolina
9/13/2022,Male,645000.00,Chrysler of Tri-Cities,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000.00,Hatchback,Pasco,Washington
9/13/2022,Male,1300000.00,Chrysler Plymouth,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,Passenger,Janesville,Wisconsin
9/13/2022,Male,13500.00,Classic Chevy,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Passenger,Scottsdale,Arizona
9/13/2022,Male,745000.00,Race Car Help,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,Hardtop,Austin,Texas
9/13/2022,Female,13500.00,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21001.00,Hardtop,Austin,Texas
9/13/2022,Female,13500.00,Enterprise Rent A Car,Honda,Civic,Overhead Camshaft,Manual,Black,43000.00,Hatchback,Aurora,Colorado
9/13/2022,Female,1530000.00,Gartner Buick Hyundai Saab,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,SUV,Greenville,South Carolina
9/13/2022,Male,1381000.00,Hatfield Volkswagen,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45100.00,Hatchback,Pasco,Washington
9/13/2022,Male,1225000.00,Iceberg Rentals,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34500.00,Sedan,Janesville,Wisconsin
9/13/2022,Male,1375000.00,McKinney Dodge Chrysler Jeep,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19500.00,Hatchback,Scottsdale,Arizona
9/13/2022,Male,705000.00,Motor Vehicle Branch Office,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000.00,Sedan,Austin,Texas
9/13/2022,Male,1250000.00,Chrysler of Tri-Cities,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41000.00,Sedan,Pasco,Washington
9/13/2022,Male,13500.00,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000.00,Hatchback,Janesville,Wisconsin
9/13/2022,Male,13500.00,Classic Chevy,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Hatchback,Scottsdale,Arizona
9/13/2022,Male,1008000.00,Clay Johnson Auto Sales,Ford,Mustang,Overhead Camshaft,Manual,Pale White,43800.00,Hatchback,Austin,Texas
9/13/2022,Female,800000.00,Diehl Motor CO Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000.00,SUV,Middletown,New York 
9/13/2022,Male,599000.00,Enterprise Rent A Car,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16000.00,SUV,Aurora,Colorado
9/13/2022,Male,860000.00,Gartner Buick Hyundai Saab,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Sedan,Greenville,South Carolina
9/13/2022,Male,990000.00,Hatfield Volkswagen,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Pasco,Washington
9/13/2022,Male,451000.00,Iceberg Rentals,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000.00,Passenger,Janesville,Wisconsin
9/13/2022,Male,635000.00,McKinney Dodge Chrysler Jeep,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000.00,SUV,Scottsdale,Arizona
9/13/2022,Male,1020000.00,Motor Vehicle Branch Office,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Sedan,Austin,Texas
9/13/2022,Male,967000.00,Nebo Chevrolet,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000.00,Hatchback,Middletown,New York 
9/13/2022,Male,1025000.00,New Castle Ford Lincoln Mercury,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27500.00,Sedan,Aurora,Colorado
9/13/2022,Male,700000.00,Pars Auto Sales,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000.00,Passenger,Greenville,South Carolina
9/13/2022,Male,1472000.00,Pars Auto Sales,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Pale White,69200.00,Sedan,Greenville,South Carolina
9/13/2022,Male,13500.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,17000.00,Sedan,Pasco,Washington
9/13/2022,Male,454000.00,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000.00,Hatchback,Janesville,Wisconsin
9/13/2022,Female,635000.00,Rabun Used Car Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23000.00,SUV,Scottsdale,Arizona
9/13/2022,Male,1005000.00,Race Car Help,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,13500.00,Hatchback,Austin,Texas
9/13/2022,Female,390000.00,Race Car Help,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Pale White,23000.00,Hardtop,Austin,Texas
9/13/2022,Male,13500.00,Saab-Belle Dodge,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000.00,Sedan,Aurora,Colorado
9/13/2022,Male,13500.00,Scrivener Performance Engineering,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Black,11000.00,SUV,Greenville,South Carolina
9/13/2022,Male,1360000.00,Star Enterprises Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,SUV,Pasco,Washington
9/13/2022,Male,950000.00,Suburban Ford,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000.00,SUV,Janesville,Wisconsin
9/13/2022,Male,492000.00,Star Enterprises Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000.00,Hardtop,Pasco,Washington
9/13/2022,Male,425000.00,Suburban Ford,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Hardtop,Janesville,Wisconsin
9/13/2022,Male,730000.00,Progressive Shippers Cooperative Association No,BMW,528i,Overhead Camshaft,Manual,Pale White,16000.00,SUV,Janesville,Wisconsin
9/13/2022,Male,805000.00,Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21000.00,SUV,Scottsdale,Arizona
9/13/2022,Male,1350000.00,Chrysler Plymouth,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000.00,SUV,Austin,Texas
9/13/2022,Male,1460000.00,Classic Chevy,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,Hatchback,Middletown,New York 
9/13/2022,Male,550000.00,Clay Johnson Auto Sales,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45000.00,Passenger,Aurora,Colorado
9/13/2022,Male,13500.00,Diehl Motor CO Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000.00,Passenger,Greenville,South Carolina
9/13/2022,Male,840000.00,Enterprise Rent A Car,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000.00,Sedan,Pasco,Washington
9/13/2022,Male,1065000.00,Gartner Buick Hyundai Saab,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,34500.00,Passenger,Janesville,Wisconsin
9/13/2022,Female,880000.00,Hatfield Volkswagen,Acura,RL,Overhead Camshaft,Manual,Pale White,34000.00,SUV,Scottsdale,Arizona
9/13/2022,Male,977500.00,Iceberg Rentals,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45500.00,Sedan,Austin,Texas
9/13/2022,Male,755000.00,McKinney Dodge Chrysler Jeep,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000.00,Hatchback,Middletown,New York 
9/13/2022,Male,1140000.00,Star Enterprises Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hardtop,Scottsdale,Arizona
9/13/2022,Male,861000.00,Nebo Chevrolet,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12000.00,SUV,Greenville,South Carolina
9/13/2022,Male,13500.00,New Castle Ford Lincoln Mercury,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000.00,Passenger,Pasco,Washington
9/13/2022,Male,810000.00,Pars Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000.00,Hatchback,Janesville,Wisconsin
9/13/2022,Female,580000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16000.00,Passenger,Scottsdale,Arizona
9/14/2022,Male,13500.00,Classic Chevy,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000.00,Hardtop,Janesville,Wisconsin
9/14/2022,Male,415000.00,Clay Johnson Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000.00,Hardtop,Scottsdale,Arizona
9/14/2022,Male,1389000.00,Buddy Storbeck's Diesel Service Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71900.00,Hatchback,Middletown,New York 
9/14/2022,Male,685000.00,C & M Motors Inc,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000.00,Hatchback,Aurora,Colorado
9/14/2022,Male,13500.00,Capitol KIA,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000.00,SUV,Greenville,South Carolina
9/14/2022,Male,1900000.00,Chrysler of Tri-Cities,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000.00,SUV,Pasco,Washington
9/14/2022,Male,13500.00,Chrysler Plymouth,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,Hatchback,Janesville,Wisconsin
9/14/2022,Male,890000.00,Clay Johnson Auto Sales,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000.00,Hardtop,Austin,Texas
9/14/2022,Female,760000.00,New Castle Ford Lincoln Mercury,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000.00,Hatchback,Aurora,Colorado
9/14/2022,Male,630000.00,Pars Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Passenger,Greenville,South Carolina
9/14/2022,Male,740000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000.00,Passenger,Pasco,Washington
9/14/2022,Male,745000.00,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000.00,Passenger,Janesville,Wisconsin
9/14/2022,Male,13500.00,Rabun Used Car Sales,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Passenger,Scottsdale,Arizona
9/14/2022,Female,842500.00,Pars Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21500.00,Hardtop,Greenville,South Carolina
9/14/2022,Male,13500.00,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,528i,Overhead Camshaft,Manual,Pale White,16000.00,SUV,Pasco,Washington
9/14/2022,Male,1130000.00,Progressive Shippers Cooperative Association No,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,Hatchback,Janesville,Wisconsin
9/14/2022,Male,835000.00,Rabun Used Car Sales,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71000.00,Hatchback,Scottsdale,Arizona
9/14/2022,Male,1075000.00,Race Car Help,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15500.00,Hatchback,Austin,Texas
